transaction_id,date,time,outlet_id,customer_id,instore,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item
434,2019-04-01,17:26:52,3,383,N,1,1,26,2,6.00,3.00,N
446,2019-04-01,12:15:02,3,659,Y,1,1,50,2,5.00,2.50,N
447,2019-04-01,14:51:44,3,235,Y,1,1,30,1,3.00,3.00,N
451,2019-04-01,12:55:25,3,319,Y,1,1,49,1,3.00,3.00,N
457,2019-04-01,16:17:06,3,647,N,1,1,34,2,4.90,2.45,N
459,2019-04-01,18:09:04,3,320,Y,1,1,35,1,3.10,3.10,N
461,2019-04-01,17:54:11,3,326,Y,1,1,56,2,5.10,2.55,N
470,2019-04-01,18:38:00,3,122,Y,1,1,41,1,4.25,4.25,N
474,2019-04-01,18:13:09,3,453,Y,1,1,59,1,4.50,4.50,N
480,2019-04-01,16:37:34,3,185,N,1,1,26,2,6.00,3.00,N
483,2019-04-01,19:15:15,3,393,N,1,1,55,1,4.00,4.00,N
490,2019-04-01,16:24:40,3,392,Y,1,1,47,2,6.00,3.00,N
490,2019-04-01,16:24:40,3,392,Y,1,5,74,1,3.50,3.50,N
494,2019-04-01,18:25:42,3,241,N,1,1,35,1,3.10,3.10,N
495,2019-04-01,18:51:23,3,777,N,1,1,24,2,6.00,3.00,N
497,2019-04-01,16:49:38,3,407,Y,1,1,52,1,2.50,2.50,N
501,2019-04-01,16:16:43,3,659,N,1,1,39,1,4.25,4.25,N
510,2019-04-01,15:15:17,3,288,Y,1,1,35,2,6.20,3.10,N
510,2019-04-01,15:15:17,3,288,Y,1,5,79,1,3.75,3.75,N
511,2019-04-01,18:07:54,3,15,N,1,1,26,2,6.00,3.00,N
513,2019-04-01,11:08:11,3,486,Y,1,1,59,1,4.50,4.50,N
516,2019-04-01,16:02:33,3,206,Y,1,1,43,2,6.00,3.00,N
516,2019-04-01,16:02:33,3,206,Y,1,5,71,1,3.75,3.75,N
523,2019-04-01,14:00:44,3,315,N,1,1,25,1,2.20,2.20,N
528,2019-04-01,17:12:46,3,197,Y,1,1,55,2,8.00,4.00,N
529,2019-04-01,19:49:37,3,329,N,1,1,36,1,3.75,3.75,N
530,2019-04-01,19:28:35,3,184,Y,1,1,55,1,4.00,4.00,N
534,2019-04-01,18:52:34,3,474,N,1,1,22,1,2.00,2.00,N
537,2019-04-01,12:18:27,3,706,Y,1,1,38,1,3.75,3.75,N
539,2019-04-01,17:18:36,3,384,Y,1,1,29,1,2.50,2.50,N
541,2019-04-01,19:17:34,3,537,Y,1,1,52,2,5.00,2.50,N
546,2019-04-01,18:49:48,3,128,N,1,1,27,1,3.50,3.50,N
550,2019-04-01,11:12:39,3,349,Y,1,1,22,2,4.00,2.00,N
554,2019-04-01,17:11:09,3,245,N,1,1,25,1,2.20,2.20,N
555,2019-04-01,18:23:47,3,244,N,1,1,32,2,6.00,3.00,N
558,2019-04-01,13:44:48,3,65,Y,1,1,56,1,2.55,2.55,N
562,2019-04-01,13:03:13,3,616,N,1,1,43,2,6.00,3.00,N
565,2019-04-01,11:45:11,3,284,N,1,1,51,2,6.00,3.00,N
566,2019-04-01,12:20:16,3,384,Y,1,1,60,2,7.50,3.75,N
575,2019-04-01,17:41:55,3,269,N,1,1,55,2,8.00,4.00,N
575,2019-04-01,17:41:55,3,269,N,1,5,71,1,3.75,3.75,N
580,2019-04-01,11:15:17,3,736,N,1,1,54,2,5.00,2.50,N
585,2019-04-01,17:58:05,3,385,N,1,1,52,2,5.00,2.50,N
586,2019-04-01,15:14:19,3,25,Y,1,1,26,2,6.00,3.00,N
588,2019-04-01,12:45:52,3,200,Y,1,1,28,2,4.00,2.00,N
590,2019-04-01,16:39:24,3,450,Y,1,1,36,1,3.75,3.75,N
591,2019-04-01,16:32:46,3,644,N,1,1,51,2,6.00,3.00,N
593,2019-04-01,18:18:10,3,482,N,1,1,59,1,4.50,4.50,N
599,2019-04-01,12:58:29,3,83,N,1,1,41,1,4.25,4.25,N
601,2019-04-01,11:47:57,3,199,N,1,1,23,1,2.50,2.50,N
601,2019-04-01,11:47:57,3,199,N,1,5,69,1,3.25,3.25,N
602,2019-04-01,16:22:38,3,425,N,1,1,22,1,2.00,2.00,N
610,2019-04-01,15:30:16,3,222,Y,1,1,43,1,3.00,3.00,N
611,2019-04-01,11:17:40,3,776,N,1,1,51,2,6.00,3.00,N
616,2019-04-01,11:30:18,3,190,N,1,1,30,2,6.00,3.00,N
625,2019-04-01,18:34:46,3,729,Y,1,1,25,2,4.40,2.20,N
625,2019-04-01,18:34:46,3,729,Y,1,5,77,1,3.00,3.00,N
641,2019-04-01,16:48:51,3,749,Y,1,1,59,1,4.50,4.50,N
646,2019-04-01,18:16:21,3,281,Y,1,1,54,2,5.00,2.50,N
660,2019-04-01,19:58:29,3,362,Y,1,1,55,1,4.00,4.00,N
675,2019-04-01,15:29:24,3,271,Y,1,1,57,1,3.10,3.10,N
675,2019-04-01,15:29:24,3,271,Y,1,5,70,1,3.25,3.25,N
676,2019-04-01,11:09:01,3,289,N,1,1,59,1,4.50,4.50,N
677,2019-04-01,14:01:57,3,124,Y,1,1,36,2,7.50,3.75,N
684,2019-04-01,11:57:17,3,693,Y,1,1,37,2,6.00,3.00,N
691,2019-04-01,17:39:57,3,602,N,1,1,25,1,2.20,2.20,N
691,2019-04-01,17:39:57,3,602,N,1,5,77,1,3.00,3.00,N
693,2019-04-01,18:13:19,3,376,Y,1,1,60,2,7.50,3.75,N
694,2019-04-01,14:19:10,3,251,Y,1,1,60,1,3.75,3.75,N
703,2019-04-01,13:21:23,3,459,N,1,1,38,2,7.50,3.75,N
709,2019-04-01,12:30:46,3,120,N,1,1,44,2,5.00,2.50,N
711,2019-04-01,18:34:56,3,136,N,1,1,60,2,7.50,3.75,N
724,2019-04-01,13:05:56,3,596,Y,1,1,58,1,3.50,3.50,N
725,2019-04-01,19:25:42,3,393,N,1,1,55,1,4.00,4.00,N
728,2019-04-01,16:31:22,3,126,N,1,1,51,2,6.00,3.00,N
737,2019-04-01,15:01:21,3,162,N,1,1,34,2,4.90,2.45,N
739,2019-04-01,12:46:22,3,230,Y,1,1,56,1,2.55,2.55,N
755,2019-04-01,18:43:42,3,290,Y,1,1,25,1,2.20,2.20,N
766,2019-04-01,15:09:37,3,119,Y,1,1,22,1,2.00,2.00,N
770,2019-04-01,17:22:29,3,332,N,1,1,58,2,7.00,3.50,N
771,2019-04-01,16:38:05,3,138,Y,1,1,35,1,3.10,3.10,N
777,2019-04-01,14:35:47,3,361,N,1,1,55,1,4.00,4.00,N
778,2019-04-01,15:10:55,3,488,N,1,1,42,1,2.50,2.50,N
780,2019-04-01,14:05:30,3,222,Y,1,1,60,1,3.75,3.75,N
782,2019-04-01,18:00:34,3,141,Y,1,1,53,1,3.00,3.00,N
789,2019-04-01,18:31:25,3,505,N,1,1,41,2,8.50,4.25,N
790,2019-04-01,12:42:26,3,139,Y,1,1,53,1,3.00,3.00,N
793,2019-04-01,13:09:20,3,473,N,1,1,26,1,3.00,3.00,N
798,2019-04-01,19:29:01,3,329,Y,1,1,44,2,5.00,2.50,N
803,2019-04-01,11:26:24,3,600,N,1,1,49,2,6.00,3.00,N
807,2019-04-01,16:47:11,3,796,N,1,1,26,2,6.00,3.00,N
809,2019-04-01,16:51:18,3,52,N,1,1,37,2,6.00,3.00,N
810,2019-04-01,18:51:41,3,702,Y,1,1,28,1,2.00,2.00,N
820,2019-04-01,19:21:29,3,466,N,1,1,51,1,3.00,3.00,N
820,2019-04-01,19:21:29,3,466,N,1,5,74,1,3.50,3.50,N
823,2019-04-01,19:32:22,3,24,Y,1,1,47,1,3.00,3.00,N
828,2019-04-01,11:14:07,3,456,Y,1,1,52,1,2.50,2.50,N
831,2019-04-01,19:38:46,3,406,N,1,1,55,2,8.00,4.00,N
855,2019-04-01,15:12:22,3,637,N,1,1,24,1,3.00,3.00,N
859,2019-04-01,17:44:28,3,209,Y,1,1,27,2,7.00,3.50,N
859,2019-04-01,17:44:28,3,209,Y,1,5,74,1,3.50,3.50,N
861,2019-04-01,13:09:03,3,438,Y,1,1,35,1,3.10,3.10,N
869,2019-04-01,16:42:12,3,536,Y,1,1,36,2,7.50,3.75,N
873,2019-04-01,19:07:26,3,550,Y,1,1,46,1,2.50,2.50,N
873,2019-04-01,19:07:26,3,550,Y,1,5,78,1,4.50,4.50,N
889,2019-04-01,16:58:31,3,548,N,1,1,45,2,6.00,3.00,N
889,2019-04-01,16:58:31,3,548,N,1,5,70,1,3.25,3.25,N
891,2019-04-01,12:12:21,3,662,Y,1,1,34,2,4.90,2.45,N
891,2019-04-01,12:12:21,3,662,Y,1,5,71,1,3.75,3.75,N
901,2019-04-01,15:09:38,3,341,Y,1,1,29,1,2.50,2.50,N
901,2019-04-01,15:09:38,3,341,Y,1,5,71,1,3.75,3.75,N
902,2019-04-01,13:23:54,3,685,N,1,1,58,2,7.00,3.50,N
917,2019-04-01,19:10:16,3,631,Y,1,1,27,2,7.00,3.50,N
919,2019-04-01,19:06:41,3,675,N,1,1,54,1,2.50,2.50,N
921,2019-04-01,11:44:31,3,773,N,1,1,56,1,2.55,2.55,N
923,2019-04-01,13:44:26,3,740,N,1,1,57,1,3.10,3.10,N
924,2019-04-01,12:58:53,3,743,N,1,1,57,2,6.20,3.10,N
932,2019-04-01,15:55:09,3,296,N,1,1,44,2,5.00,2.50,N
944,2019-04-01,19:25:57,3,63,Y,1,1,50,2,5.00,2.50,N
944,2019-04-01,19:25:57,3,63,Y,1,5,69,1,3.25,3.25,N
946,2019-04-01,12:04:37,3,563,N,1,1,47,2,6.00,3.00,N
948,2019-04-01,16:18:56,3,424,N,1,1,61,1,4.75,4.75,N
960,2019-04-01,14:07:56,3,382,Y,1,1,23,1,2.50,2.50,N
964,2019-04-01,12:33:20,3,608,Y,1,1,54,2,5.00,2.50,N
968,2019-04-01,18:22:07,3,497,Y,1,1,53,1,3.00,3.00,N
969,2019-04-01,15:19:19,3,313,N,1,1,43,1,3.00,3.00,N
984,2019-04-01,15:17:06,3,81,N,1,1,53,1,3.00,3.00,N
988,2019-04-01,16:58:33,3,384,Y,1,1,37,1,3.00,3.00,N
993,2019-04-01,13:42:10,3,398,N,1,1,43,1,3.00,3.00,N
994,2019-04-01,15:50:59,3,44,N,1,1,39,1,4.25,4.25,N
1000,2019-04-01,16:07:20,3,732,N,1,1,23,2,5.00,2.50,N
1010,2019-04-01,16:17:52,3,430,N,1,1,29,2,5.00,2.50,N
1014,2019-04-01,13:19:36,3,601,N,1,1,23,1,2.50,2.50,N
1015,2019-04-01,11:40:26,3,7,N,1,1,52,2,5.00,2.50,N
1017,2019-04-01,11:15:33,3,318,Y,1,1,54,1,2.50,2.50,N
1018,2019-04-01,19:39:00,3,467,Y,1,1,47,2,6.00,3.00,N
1023,2019-04-01,15:27:11,3,434,Y,1,1,58,2,7.00,3.50,N
1033,2019-04-01,14:53:00,3,781,N,1,1,43,1,3.00,3.00,N
1042,2019-04-01,19:45:16,3,316,N,1,1,41,1,4.25,4.25,N
1046,2019-04-01,19:38:00,3,399,N,1,1,33,1,3.50,3.50,N
1051,2019-04-01,19:04:14,3,403,Y,1,1,29,2,5.00,2.50,N
1052,2019-04-01,17:59:05,3,685,N,1,1,48,1,2.50,2.50,N
1057,2019-04-01,15:44:32,3,409,N,1,1,44,2,5.00,2.50,N
1057,2019-04-01,15:44:32,3,409,N,1,5,78,1,4.50,4.50,N
1064,2019-04-01,17:32:16,3,557,Y,1,1,38,2,7.50,3.75,N
1065,2019-04-01,12:33:35,3,231,Y,1,1,29,2,5.00,2.50,N
1071,2019-04-01,11:36:00,3,571,N,1,1,40,2,7.50,3.75,N
1072,2019-04-01,16:20:47,3,235,Y,1,1,41,1,4.25,4.25,N
1088,2019-04-01,15:59:51,3,226,N,1,1,50,2,5.00,2.50,N
1093,2019-04-01,16:03:30,3,745,N,1,1,34,2,4.90,2.45,N
1094,2019-04-01,15:01:50,3,355,Y,1,1,27,1,3.50,3.50,N
1095,2019-04-01,13:40:47,3,177,Y,1,1,54,2,5.00,2.50,N
1096,2019-04-01,17:15:12,3,379,N,1,1,59,1,4.50,4.50,N
1108,2019-04-01,11:36:56,3,654,Y,1,1,55,1,4.00,4.00,N
1114,2019-04-01,17:10:35,3,428,N,1,1,59,1,4.50,4.50,N
1116,2019-04-01,17:29:08,3,402,Y,1,1,37,1,3.00,3.00,N
1117,2019-04-01,18:10:03,3,179,Y,1,1,58,1,3.50,3.50,N
1120,2019-04-01,14:45:37,3,536,N,1,1,38,1,3.75,3.75,N
1123,2019-04-01,12:09:46,3,299,N,1,1,26,2,6.00,3.00,N
1125,2019-04-01,12:50:28,3,184,Y,1,1,32,2,6.00,3.00,N
1145,2019-04-01,12:13:07,3,328,N,1,1,42,1,2.50,2.50,N
1146,2019-04-01,17:22:36,3,574,N,1,1,36,1,3.75,3.75,N
1151,2019-04-01,13:41:09,3,337,N,1,1,42,2,5.00,2.50,N
1167,2019-04-01,17:51:22,3,5,N,1,1,53,1,3.00,3.00,N
1169,2019-04-01,13:52:28,3,669,Y,1,1,56,2,5.10,2.55,N
1169,2019-04-01,13:52:28,3,669,Y,1,5,70,1,3.25,3.25,N
1182,2019-04-01,19:18:58,3,80,Y,1,1,53,1,3.00,3.00,N
1185,2019-04-01,12:40:00,3,490,N,1,1,37,2,6.00,3.00,N
1185,2019-04-01,12:40:00,3,490,N,1,5,69,1,3.25,3.25,N
1187,2019-04-01,12:48:08,3,567,Y,1,1,38,2,7.50,3.75,N
1195,2019-04-01,11:50:23,3,222,Y,1,1,36,2,7.50,3.75,N
1198,2019-04-01,15:44:22,3,408,Y,1,1,38,2,7.50,3.75,N
1201,2019-04-01,16:56:48,3,85,N,1,1,28,1,2.00,2.00,N
1206,2019-04-01,15:52:23,3,540,N,1,1,29,2,5.00,2.50,N
1207,2019-04-01,12:36:17,3,55,N,1,1,40,2,7.50,3.75,N
1207,2019-04-01,12:36:17,3,55,N,1,5,71,1,3.75,3.75,N
1209,2019-04-01,17:29:25,3,2,Y,1,1,46,1,2.50,2.50,N
1209,2019-04-01,17:29:25,3,2,Y,1,5,75,1,3.50,3.50,N
1210,2019-04-01,19:41:15,3,135,N,1,1,51,1,3.00,3.00,N
1230,2019-04-01,15:27:54,3,227,N,1,1,56,1,2.55,2.55,N
1233,2019-04-01,15:42:49,3,305,N,1,1,40,1,3.75,3.75,N
1238,2019-04-01,12:43:33,3,453,Y,1,1,29,1,2.50,2.50,N
1247,2019-04-01,11:33:29,3,146,Y,1,1,45,1,3.00,3.00,N
1247,2019-04-01,11:33:29,3,146,Y,1,5,74,1,3.50,3.50,N
1257,2019-04-01,13:35:04,3,646,N,1,1,30,2,6.00,3.00,N
1261,2019-04-01,14:02:12,3,770,Y,1,1,49,1,3.00,3.00,N
1264,2019-04-01,14:55:34,3,97,Y,1,1,34,2,4.90,2.45,N
1271,2019-04-01,12:46:55,3,434,N,1,1,33,1,3.50,3.50,N
1271,2019-04-01,12:46:55,3,434,N,1,5,75,1,3.50,3.50,N
1278,2019-04-01,14:20:06,3,181,N,1,1,35,2,6.20,3.10,N
1279,2019-04-01,12:56:33,3,247,N,1,1,61,1,4.75,4.75,N
1285,2019-04-01,15:55:50,3,3,N,1,1,31,2,4.40,2.20,N
1286,2019-04-01,15:26:37,3,606,N,1,1,41,2,8.50,4.25,N
1288,2019-04-01,17:55:47,3,603,Y,1,1,59,2,9.00,4.50,N
1288,2019-04-01,17:55:47,3,603,Y,1,5,70,1,3.25,3.25,N
1291,2019-04-01,14:46:03,3,428,N,1,1,44,2,5.00,2.50,N
1291,2019-04-01,14:46:03,3,428,N,1,5,77,1,3.00,3.00,N
1293,2019-04-01,11:05:21,3,447,N,1,1,31,2,4.40,2.20,N
1296,2019-04-01,14:03:41,3,730,Y,1,1,32,1,3.00,3.00,N
1297,2019-04-01,15:57:47,3,672,Y,1,1,57,2,6.20,3.10,N
1298,2019-04-01,16:36:10,3,189,Y,1,1,28,1,2.00,2.00,N
1301,2019-04-01,18:22:53,3,169,Y,1,1,32,1,3.00,3.00,N
1301,2019-04-01,18:22:53,3,169,Y,1,5,79,1,3.75,3.75,N
1302,2019-04-01,19:12:14,3,18,Y,1,1,22,1,2.00,2.00,N
1320,2019-04-01,17:37:58,3,646,Y,1,1,31,2,4.40,2.20,N
1325,2019-04-01,12:03:43,3,477,Y,1,1,44,1,2.50,2.50,N
1332,2019-04-01,13:00:03,3,377,Y,1,1,36,2,7.50,3.75,N
1333,2019-04-01,18:25:51,3,258,Y,1,1,61,1,4.75,4.75,N
1334,2019-04-01,16:30:37,3,8,N,1,1,33,2,7.00,3.50,N
1343,2019-04-01,16:19:17,3,404,Y,1,1,56,1,2.55,2.55,N
1352,2019-04-01,14:37:23,3,369,Y,1,1,34,2,4.90,2.45,N
1355,2019-04-01,11:01:58,3,580,Y,1,1,38,1,3.75,3.75,N
1355,2019-04-01,11:01:58,3,580,Y,1,5,75,1,3.50,3.50,N
1359,2019-04-01,14:31:32,3,429,N,1,1,33,2,7.00,3.50,N
1362,2019-04-01,12:47:29,3,11,N,1,1,48,1,2.50,2.50,N
1364,2019-04-01,16:55:13,3,365,N,1,1,29,1,2.50,2.50,N
1364,2019-04-01,16:55:13,3,365,N,1,5,73,1,3.75,3.75,N
1367,2019-04-01,14:25:32,3,51,N,1,1,58,2,7.00,3.50,N
1371,2019-04-01,14:43:13,3,373,N,1,1,50,2,5.00,2.50,N
1380,2019-04-01,15:22:11,3,725,Y,1,1,39,2,8.50,4.25,N
1383,2019-04-01,18:42:04,3,656,Y,1,1,60,2,7.50,3.75,N
1384,2019-04-01,17:44:04,3,677,Y,1,1,47,2,6.00,3.00,N
1386,2019-04-01,15:36:03,3,441,N,1,1,52,1,2.50,2.50,N
1386,2019-04-01,15:36:03,3,441,N,1,5,79,1,3.75,3.75,N
1388,2019-04-01,14:17:29,3,101,N,1,1,26,1,3.00,3.00,N
1389,2019-04-01,11:14:45,3,212,Y,1,1,52,2,5.00,2.50,N
1391,2019-04-01,17:42:35,3,199,Y,1,1,24,1,3.00,3.00,N
1402,2019-04-01,16:12:12,3,230,Y,1,1,54,1,2.50,2.50,N
1402,2019-04-01,16:12:12,3,230,Y,1,5,76,1,3.50,3.50,N
1404,2019-04-01,11:40:20,3,534,Y,1,1,61,1,4.75,4.75,N
1406,2019-04-01,12:27:46,3,231,Y,1,1,59,1,4.50,4.50,N
1407,2019-04-01,19:57:56,3,448,Y,1,1,35,1,3.10,3.10,N
1416,2019-04-01,11:59:48,3,391,N,1,1,52,2,5.00,2.50,N
1417,2019-04-01,18:49:50,3,168,N,1,1,51,2,6.00,3.00,N
1419,2019-04-01,14:34:35,3,447,Y,1,1,52,2,5.00,2.50,N
1419,2019-04-01,14:34:35,3,447,Y,1,5,75,1,3.50,3.50,N
1430,2019-04-01,14:13:48,3,25,Y,1,1,61,1,4.75,4.75,N
1430,2019-04-01,14:13:48,3,25,Y,1,5,77,1,3.00,3.00,N
1436,2019-04-01,18:52:57,3,90,Y,1,1,59,2,9.00,4.50,N
1437,2019-04-01,17:25:45,3,677,Y,1,1,58,2,7.00,3.50,N
1447,2019-04-01,18:22:12,3,70,N,1,1,61,2,9.50,4.75,N
1459,2019-04-01,14:36:23,3,581,N,1,1,30,2,6.00,3.00,N
1461,2019-04-01,14:07:12,3,398,N,1,1,41,2,8.50,4.25,N
1475,2019-04-01,17:10:34,3,459,Y,1,1,27,1,3.50,3.50,N
1478,2019-04-01,13:31:51,3,744,Y,1,1,44,2,5.00,2.50,N
1480,2019-04-01,18:43:19,3,795,Y,1,1,57,1,3.10,3.10,N
1488,2019-04-01,19:41:22,3,265,N,1,1,35,2,6.20,3.10,N
1495,2019-04-01,13:04:51,3,72,N,1,1,22,1,2.00,2.00,N
1496,2019-04-01,19:34:12,3,133,N,1,1,48,1,2.50,2.50,N
1496,2019-04-01,19:34:12,3,133,N,1,5,70,1,3.25,3.25,N
1498,2019-04-01,16:52:57,3,710,N,1,1,45,2,6.00,3.00,N
1513,2019-04-01,19:25:50,3,448,Y,1,1,51,1,3.00,3.00,N
1513,2019-04-01,19:25:50,3,448,Y,1,5,70,1,3.25,3.25,N
1516,2019-04-01,19:47:17,3,414,Y,1,1,40,1,3.75,3.75,N
1516,2019-04-01,19:47:17,3,414,Y,1,5,78,1,4.50,4.50,N
1519,2019-04-01,13:01:30,3,65,N,1,1,39,2,8.50,4.25,N
1520,2019-04-01,18:41:01,3,396,Y,1,1,24,1,3.00,3.00,N
1521,2019-04-01,15:49:43,3,252,N,1,1,23,2,5.00,2.50,N
1526,2019-04-01,15:56:38,3,573,Y,1,1,42,2,5.00,2.50,N
1526,2019-04-01,15:56:38,3,573,Y,1,5,79,1,3.75,3.75,N
1539,2019-04-01,16:49:47,3,558,N,1,1,29,1,2.50,2.50,N
1552,2019-04-01,18:34:09,3,601,Y,1,1,36,1,3.75,3.75,N
1567,2019-04-01,11:58:15,3,599,N,1,1,60,2,7.50,3.75,N
1570,2019-04-01,12:30:39,3,259,N,1,1,48,2,5.00,2.50,N
